# Wavelength (nm)	Intensity
411.45300	0.0
411.62393	0.0
411.79486	0.0
411.96582	0.0
412.13675	0.0
412.30768	0.0
412.47864	0.0
412.64957	0.0
412.82053	0.0
412.99146	0.0
413.16238	0.0
413.33334	0.0
413.50427	0.0
413.67520	0.0
413.84616	0.0
414.01709	0.0
414.18805	0.0
414.35898	0.0
414.52991	0.0
414.70087	0.0
414.87180	0.0
415.04272	0.0
415.21368	0.0
415.38461	0.0
415.55554	0.0
415.72650	0.0
415.89743	0.0
416.06839	0.0
416.23932	0.0
416.41025	0.0
416.58121	0.0
416.75214	0.0
416.92307	0.0
417.09402	0.0
417.26495	0.0
417.43588	0.0
417.60684	0.0
417.77777	0.0
417.94873	0.0
418.11966	0.0
418.29059	0.0
418.46155	0.0
418.63248	0.0
418.80341	0.0
418.97437	0.0
419.14529	0.0
419.31625	0.0
419.48718	0.0
419.65811	0.0
419.82907	0.0
420.00000	0.0
420.17093	0.0
420.34189	0.0
420.51282	0.0
420.68375	0.0
420.85471	0.0
421.02563	0.0
421.19659	0.0
421.36752	0.0
421.53845	0.0
421.70941	0.0
421.88034	0.0
422.05127	0.0
422.22223	0.0
422.39316	0.0
422.56412	0.1
422.73505	0.3
422.90598	0.0
423.07693	0.0
423.24786	0.0
423.41879	0.0
423.58975	0.0
423.76068	0.0
423.93161	0.0
424.10257	0.0
424.27350	0.0
424.44446	0.0
424.61539	0.0
424.78632	0.0
424.95728	0.0
425.12820	0.0
425.29913	0.0
425.47009	0.0
425.64102	0.0
425.81195	0.0
425.98291	0.0
426.15384	0.0
426.32480	0.0
426.49573	0.0
426.66666	0.0
426.83762	0.0
427.00854	0.0
427.17947	0.0
427.35043	0.0
427.52136	0.0
427.69232	0.0
427.86325	0.0
428.03418	0.0
428.20514	0.0
428.37607	0.0
428.54700	0.0
428.71796	0.0
428.88889	0.0
429.05981	0.0
429.23077	0.0
429.40170	0.0
429.57266	0.0
429.74359	0.0
429.91452	0.0
430.08548	0.0
430.25641	0.0
430.42734	0.0
430.59830	0.0
430.76923	0.0
430.94019	0.0
431.11111	0.0
431.28204	0.0
431.45300	0.0
431.62393	0.0
431.79486	0.0
431.96582	0.0
432.13675	0.0
432.30768	0.0
432.47864	0.0
432.64957	0.0
432.82053	0.0
432.99146	0.0
433.16238	0.0
433.33334	0.0
433.50427	0.0
433.67520	0.0
433.84616	0.0
434.01709	0.0
434.18805	0.0
434.35898	0.0
434.52991	0.0
434.70087	0.0
434.87180	0.0
435.04272	0.0
435.21368	0.0
435.38461	0.0
435.55554	0.0
435.72650	0.0
435.89743	0.0
436.06839	0.0
436.23932	0.0
436.41025	0.0
436.58121	0.0
436.75214	0.0
436.92307	0.0
437.09402	0.0
437.26495	0.0
437.43588	0.0
437.60684	0.0
437.77777	0.0
437.94873	0.0
438.11966	0.0
438.29059	0.0
438.46155	0.0
438.63248	0.0
438.80341	0.0
438.97437	0.0
439.14529	0.0
439.31625	0.0
439.48718	0.0
439.65811	0.0
439.82907	0.0
440.00000	0.0
440.17093	0.0
440.34189	0.0
440.51282	0.0
440.68375	0.0
440.85471	0.0
441.02563	0.0
441.19659	0.0
441.36752	0.0
441.53845	0.0
441.70941	0.0
441.88034	0.0
442.05127	0.0
442.22223	0.0
442.39316	0.0
442.56412	0.0
442.73505	0.0
442.90598	0.0
443.07693	0.0
443.24786	0.0
443.41879	0.0
443.58975	0.0
443.76068	0.0
443.93161	0.0
444.10257	0.0
444.27350	0.0
444.44446	0.0
444.61539	0.0
444.78632	0.0
444.95728	0.0
445.12820	0.0
445.29913	0.0
445.47009	0.0
445.64102	0.0
445.81195	0.0
445.98291	0.0
446.15384	0.0
446.32480	0.0
446.49573	0.0
446.66666	0.0
446.83762	0.0
447.00854	0.0
447.17947	0.0
447.35043	0.0
447.52136	0.0
447.69232	0.0
447.86325	0.0
448.03418	0.0
448.20514	0.0
448.37607	0.0
448.54700	0.0
448.71796	0.0
448.88889	0.0
449.05981	0.0
449.23077	0.0
449.40170	0.0
449.57266	0.0
449.74359	0.0
449.91452	0.0
450.08548	0.0
450.25641	0.0
450.42734	0.0
450.59830	0.0
450.76923	0.0
450.94019	0.0
451.11111	0.0
451.28204	0.0
451.45300	0.0
451.62393	0.0
451.79486	0.0
451.96582	0.0
452.13675	0.0
452.30768	0.0
452.47864	0.0
452.64957	0.0
452.82053	0.0
452.99146	0.0
453.16238	0.0
453.33334	0.0
453.50427	0.0
453.67520	0.0
453.84616	0.0
454.01709	0.0
454.18805	0.0
454.35898	0.0
454.52991	0.0
454.70087	0.0
454.87180	0.0
455.04272	0.0
455.21368	0.0
455.38461	0.0
455.55554	0.0
455.72650	0.0
455.89743	0.0
456.06839	0.0
456.23932	0.0
456.41025	0.0
456.58121	0.0
456.75214	0.0
456.92307	0.0
457.09402	0.0
457.26495	0.0
457.43588	0.0
457.60684	0.0
457.77777	0.0
457.94873	0.0
458.11966	0.0
458.29059	0.0
458.46155	0.0
458.63248	0.0
458.80341	0.0
458.97437	0.0
459.14529	0.0
459.31625	0.0
459.48718	0.0
459.65811	0.0
459.82907	0.0
460.00000	0.0
460.17093	0.0
460.34189	0.0
460.51282	0.0
460.68375	0.0
460.85471	0.0
461.02563	0.0
461.19659	0.0
461.36752	0.0
461.53845	0.0
461.70941	0.0
461.88034	0.0
462.05127	0.0
462.22223	0.0
462.39316	0.0
462.56412	0.0
462.73505	0.0
462.90598	0.0
463.07693	0.0
463.24786	0.0
463.41879	0.0
463.58975	0.0
463.76068	0.0
463.93161	0.0
464.10257	0.0
